,latitude,longitude,color,most similar,type
360,19.1,7.3,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
361,19.1,7.4,"(251, 251, 249)","(255, 255, 255)",HYPER ARID
362,19.1,7.5,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
363,19.1,7.6,"(251, 249, 247)","(255, 255, 255)",HYPER ARID
364,19.1,7.7,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
365,19.1,7.8,"(251, 249, 247)","(255, 255, 255)",HYPER ARID
366,19.1,7.9,"(251, 249, 247)","(255, 255, 255)",HYPER ARID
367,19.1,8.0,"(251, 249, 247)","(255, 255, 255)",HYPER ARID
368,19.1,8.1,"(251, 249, 247)","(255, 255, 255)",HYPER ARID
369,19.1,8.2,"(251, 249, 247)","(255, 255, 255)",HYPER ARID
370,19.1,8.3,"(251, 249, 247)","(255, 255, 255)",HYPER ARID
371,19.1,8.4,"(251, 249, 247)","(255, 255, 255)",HYPER ARID
372,19.1,8.5,"(251, 249, 247)","(255, 255, 255)",HYPER ARID
373,19.1,8.6,"(251, 249, 247)","(255, 255, 255)",HYPER ARID
374,19.1,8.7,"(251, 249, 247)","(255, 255, 255)",HYPER ARID
375,19.1,8.8,"(251, 249, 247)","(255, 255, 255)",HYPER ARID
376,19.1,8.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
377,19.1,9.0,"(251, 249, 247)","(255, 255, 255)",HYPER ARID
378,19.1,9.1,"(251, 249, 247)","(255, 255, 255)",HYPER ARID
379,19.1,9.2,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
380,19.1,9.3,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
381,19.1,9.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
382,19.1,9.5,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
383,19.1,9.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
384,19.1,9.7,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
385,19.1,9.8,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
386,19.1,9.9,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
387,19.1,10.0,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
388,19.1,10.1,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
389,19.1,10.2,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
390,19.1,10.3,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
391,19.1,10.4,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
392,19.1,10.5,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
393,19.1,10.6,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
394,19.1,10.7,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
395,19.1,10.8,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
396,19.1,10.9,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
397,19.1,11.0,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
398,19.1,11.1,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
399,19.1,11.2,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
400,19.1,11.3,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
401,19.1,11.4,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
402,19.1,11.5,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
403,19.1,11.6,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
404,19.1,11.7,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
405,19.1,11.8,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
406,19.1,11.9,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
407,19.1,12.0,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
408,19.1,12.1,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
409,19.1,12.2,"(252, 250, 244)","(255, 255, 255)",HYPER ARID
410,19.1,12.3,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
411,19.1,12.4,"(247, 245, 241)","(255, 255, 255)",HYPER ARID
412,19.2,-8.1,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
413,19.2,-8.0,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
414,19.2,-7.9,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
415,19.2,-7.8,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
416,19.2,-7.7,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
417,19.2,-7.6,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
418,19.2,-7.5,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
419,19.2,-7.4,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
420,19.2,-7.3,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
421,19.2,-7.2,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
422,19.2,-7.1,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
423,19.2,-7.0,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
424,19.2,-6.9,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
425,19.2,-6.8,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
426,19.2,-6.7,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
427,19.2,-6.6,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
428,19.2,-6.5,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
429,19.2,-6.4,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
430,19.2,-6.3,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
431,19.2,-6.2,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
432,19.2,-6.1,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
433,19.2,-6.0,"(251, 248, 240)","(255, 255, 255)",HYPER ARID
434,19.2,-5.9,"(247, 242, 238)","(255, 255, 255)",HYPER ARID
435,19.2,-5.8,"(251, 248, 239)","(255, 255, 255)",HYPER ARID
436,19.2,-5.7,"(187, 184, 175)","(168, 253, 227)",SUB HUMID
437,19.2,-5.6,"(236, 233, 224)","(255, 245, 208)",ARID
438,19.2,-5.5,"(250, 247, 238)","(255, 255, 255)",HYPER ARID
439,19.2,-5.4,"(251, 248, 240)","(255, 255, 255)",HYPER ARID
440,19.2,-5.3,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
441,19.2,-5.2,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
442,19.2,-5.1,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
443,19.2,-5.0,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
444,19.2,-4.9,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
445,19.2,-4.8,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
446,19.2,-4.7,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
447,19.2,-4.6,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
448,19.2,-4.5,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
449,19.2,-4.4,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
450,19.2,-4.3,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
451,19.2,-4.2,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
452,19.2,-4.1,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
453,19.2,-4.0,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
454,19.2,-3.9,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
455,19.2,-3.8,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
456,19.2,-3.7,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
457,19.2,-3.6,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
458,19.2,-3.5,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
459,19.2,-3.4,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
460,19.2,-3.3,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
461,19.2,-3.2,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
462,19.2,-3.1,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
463,19.2,-3.0,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
464,19.2,-2.9,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
465,19.2,-2.8,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
466,19.2,-2.7,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
467,19.2,-2.6,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
468,19.2,-2.5,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
469,19.2,-2.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
470,19.2,-2.3,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
471,19.2,-2.2,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
472,19.2,-2.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
473,19.2,-2.0,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
474,19.2,-1.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
475,19.2,-1.8,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
476,19.2,-1.7,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
477,19.2,-1.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
478,19.2,-1.5,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
479,19.2,-1.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
480,19.2,-1.3,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
481,19.2,-1.2,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
482,19.2,-1.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
483,19.2,-1.0,"(244, 239, 242)","(255, 255, 255)",HYPER ARID
484,19.2,-0.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
485,19.2,-0.8,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
486,19.2,-0.7,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
487,19.2,-0.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
488,19.2,-0.5,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
489,19.2,-0.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
490,19.2,-0.3,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
491,19.2,-0.2,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
492,19.2,-0.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
493,19.2,0.0,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
494,19.2,0.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
495,19.2,0.2,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
496,19.2,0.3,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
497,19.2,0.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
498,19.2,0.5,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
499,19.2,0.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
500,19.2,0.7,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
501,19.2,0.8,"(251, 249, 246)","(255, 255, 255)",HYPER ARID
502,19.2,0.9,"(252, 250, 242)","(255, 255, 255)",HYPER ARID
503,19.2,1.0,"(252, 249, 246)","(255, 255, 255)",HYPER ARID
504,19.2,1.1,"(252, 250, 244)","(255, 255, 255)",HYPER ARID
505,19.2,1.2,"(252, 250, 248)","(255, 255, 255)",HYPER ARID
506,19.2,1.3,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
507,19.2,1.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
508,19.2,1.5,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
509,19.2,1.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
510,19.2,1.7,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
511,19.2,1.8,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
512,19.2,1.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
513,19.2,2.0,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
514,19.2,2.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
515,19.2,2.2,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
516,19.2,2.3,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
517,19.2,2.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
518,19.2,2.5,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
519,19.2,2.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
520,19.2,2.7,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
521,19.2,2.8,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
522,19.2,2.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
523,19.2,3.0,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
524,19.2,3.1,"(231, 228, 235)","(255, 245, 208)",ARID
525,19.2,3.2,"(184, 194, 215)","(168, 253, 227)",SUB HUMID
526,19.2,3.3,"(95, 111, 140)","(88, 211, 150)",HUMID
527,19.2,3.4,"(129, 147, 175)","(88, 211, 150)",HUMID
528,19.2,3.5,"(97, 111, 135)","(88, 211, 150)",HUMID
529,19.2,3.6,"(97, 107, 134)","(88, 211, 150)",HUMID
530,19.2,3.7,"(109, 119, 149)","(88, 211, 150)",HUMID
531,19.2,3.8,"(105, 120, 141)","(88, 211, 150)",HUMID
532,19.2,3.9,"(109, 123, 143)","(88, 211, 150)",HUMID
533,19.2,4.0,"(188, 197, 217)","(168, 253, 227)",SUB HUMID
534,19.2,4.1,"(191, 201, 217)","(168, 253, 227)",SUB HUMID
535,19.2,4.2,"(200, 209, 221)","(168, 253, 227)",SUB HUMID
536,19.2,4.3,"(187, 199, 203)","(168, 253, 227)",SUB HUMID
537,19.2,4.4,"(205, 217, 219)","(168, 253, 227)",SUB HUMID
538,19.2,4.5,"(241, 246, 246)","(255, 255, 255)",HYPER ARID
539,19.2,4.6,"(247, 250, 248)","(255, 255, 255)",HYPER ARID
540,19.2,4.7,"(243, 248, 245)","(255, 255, 255)",HYPER ARID
541,19.2,4.8,"(244, 249, 244)","(255, 255, 255)",HYPER ARID
542,19.2,4.9,"(249, 250, 246)","(255, 255, 255)",HYPER ARID
543,19.2,5.0,"(250, 246, 245)","(255, 255, 255)",HYPER ARID
544,19.2,5.1,"(251, 246, 248)","(255, 255, 255)",HYPER ARID
545,19.2,5.2,"(250, 244, 246)","(255, 255, 255)",HYPER ARID
546,19.2,5.3,"(246, 247, 247)","(255, 255, 255)",HYPER ARID
547,19.2,5.4,"(249, 250, 248)","(255, 255, 255)",HYPER ARID
548,19.2,5.5,"(246, 246, 241)","(255, 255, 255)",HYPER ARID
549,19.2,5.6,"(251, 250, 244)","(255, 255, 255)",HYPER ARID
550,19.2,5.7,"(251, 250, 244)","(255, 255, 255)",HYPER ARID
551,19.2,5.8,"(251, 250, 245)","(255, 255, 255)",HYPER ARID
552,19.2,5.9,"(251, 250, 246)","(255, 255, 255)",HYPER ARID
553,19.2,6.0,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
554,19.2,6.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
555,19.2,6.2,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
556,19.2,6.3,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
557,19.2,6.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
558,19.2,6.5,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
559,19.2,6.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
560,19.2,6.7,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
561,19.2,6.8,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
562,19.2,6.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
563,19.2,7.0,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
564,19.2,7.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
565,19.2,7.2,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
566,19.2,7.3,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
567,19.2,7.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
568,19.2,7.5,"(251, 249, 247)","(255, 255, 255)",HYPER ARID
569,19.2,7.6,"(251, 249, 247)","(255, 255, 255)",HYPER ARID
570,19.2,7.7,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
571,19.2,7.8,"(251, 249, 247)","(255, 255, 255)",HYPER ARID
572,19.2,7.9,"(251, 249, 247)","(255, 255, 255)",HYPER ARID
573,19.2,8.0,"(251, 249, 247)","(255, 255, 255)",HYPER ARID
574,19.2,8.1,"(251, 249, 247)","(255, 255, 255)",HYPER ARID
575,19.2,8.2,"(250, 248, 245)","(255, 255, 255)",HYPER ARID
576,19.2,8.3,"(247, 247, 243)","(255, 255, 255)",HYPER ARID
577,19.2,8.4,"(251, 249, 247)","(255, 255, 255)",HYPER ARID
578,19.2,8.5,"(251, 249, 247)","(255, 255, 255)",HYPER ARID
579,19.2,8.6,"(251, 249, 247)","(255, 255, 255)",HYPER ARID
580,19.2,8.7,"(251, 249, 247)","(255, 255, 255)",HYPER ARID
581,19.2,8.8,"(251, 249, 247)","(255, 255, 255)",HYPER ARID
582,19.2,8.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
583,19.2,9.0,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
584,19.2,9.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
585,19.2,9.2,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
586,19.2,9.3,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
587,19.2,9.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
588,19.2,9.5,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
589,19.2,9.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
590,19.2,9.7,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
591,19.2,9.8,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
592,19.2,9.9,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
593,19.2,10.0,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
594,19.2,10.1,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
595,19.2,10.2,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
596,19.2,10.3,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
597,19.2,10.4,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
598,19.2,10.5,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
599,19.2,10.6,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
600,19.2,10.7,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
601,19.2,10.8,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
602,19.2,10.9,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
603,19.2,11.0,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
604,19.2,11.1,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
605,19.2,11.2,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
606,19.2,11.3,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
607,19.2,11.4,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
608,19.2,11.5,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
609,19.2,11.6,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
610,19.2,11.7,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
611,19.2,11.8,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
612,19.2,11.9,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
613,19.2,12.0,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
614,19.2,12.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
615,19.2,12.2,"(252, 251, 245)","(255, 255, 255)",HYPER ARID
616,19.2,12.3,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
617,19.2,12.4,"(247, 245, 241)","(255, 255, 255)",HYPER ARID
618,19.3,-8.1,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
619,19.3,-8.0,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
620,19.3,-7.9,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
621,19.3,-7.8,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
622,19.3,-7.7,"(253, 251, 245)","(255, 255, 255)",HYPER ARID
623,19.3,-7.6,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
624,19.3,-7.5,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
625,19.3,-7.4,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
626,19.3,-7.3,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
627,19.3,-7.2,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
628,19.3,-7.1,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
629,19.3,-7.0,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
630,19.3,-6.9,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
631,19.3,-6.8,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
632,19.3,-6.7,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
633,19.3,-6.6,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
634,19.3,-6.5,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
635,19.3,-6.4,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
636,19.3,-6.3,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
637,19.3,-6.2,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
638,19.3,-6.1,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
639,19.3,-6.0,"(249, 246, 238)","(255, 255, 255)",HYPER ARID
640,19.3,-5.9,"(252, 249, 241)","(255, 255, 255)",HYPER ARID
641,19.3,-5.8,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
642,19.3,-5.7,"(185, 182, 173)","(168, 253, 227)",SUB HUMID
643,19.3,-5.6,"(236, 233, 225)","(255, 245, 208)",ARID
644,19.3,-5.5,"(252, 249, 241)","(255, 255, 255)",HYPER ARID
645,19.3,-5.4,"(252, 249, 241)","(255, 255, 255)",HYPER ARID
646,19.3,-5.3,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
647,19.3,-5.2,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
648,19.3,-5.1,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
649,19.3,-5.0,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
650,19.3,-4.9,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
651,19.3,-4.8,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
652,19.3,-4.7,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
653,19.3,-4.6,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
654,19.3,-4.5,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
655,19.3,-4.4,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
656,19.3,-4.3,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
657,19.3,-4.2,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
658,19.3,-4.1,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
659,19.3,-4.0,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
660,19.3,-3.9,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
661,19.3,-3.8,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
662,19.3,-3.7,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
663,19.3,-3.6,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
664,19.3,-3.5,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
665,19.3,-3.4,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
666,19.3,-3.3,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
667,19.3,-3.2,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
668,19.3,-3.1,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
669,19.3,-3.0,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
670,19.3,-2.9,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
671,19.3,-2.8,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
672,19.3,-2.7,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
673,19.3,-2.6,"(251, 251, 246)","(255, 255, 255)",HYPER ARID
674,19.3,-2.5,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
675,19.3,-2.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
676,19.3,-2.3,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
677,19.3,-2.2,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
678,19.3,-2.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
679,19.3,-2.0,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
680,19.3,-1.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
681,19.3,-1.8,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
682,19.3,-1.7,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
683,19.3,-1.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
684,19.3,-1.5,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
685,19.3,-1.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
686,19.3,-1.3,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
687,19.3,-1.2,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
688,19.3,-1.1,"(242, 238, 241)","(255, 255, 255)",HYPER ARID
689,19.3,-1.0,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
690,19.3,-0.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
691,19.3,-0.8,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
692,19.3,-0.7,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
693,19.3,-0.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
694,19.3,-0.5,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
695,19.3,-0.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
696,19.3,-0.3,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
697,19.3,-0.2,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
698,19.3,-0.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
699,19.3,0.0,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
700,19.3,0.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
701,19.3,0.2,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
702,19.3,0.3,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
703,19.3,0.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
704,19.3,0.5,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
705,19.3,0.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
706,19.3,0.7,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
707,19.3,0.8,"(252, 250, 245)","(255, 255, 255)",HYPER ARID
708,19.3,0.9,"(252, 250, 244)","(255, 255, 255)",HYPER ARID
709,19.3,1.0,"(253, 250, 244)","(255, 255, 255)",HYPER ARID
710,19.3,1.1,"(252, 250, 245)","(255, 255, 255)",HYPER ARID
711,19.3,1.2,"(251, 250, 247)","(255, 255, 255)",HYPER ARID
712,19.3,1.3,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
713,19.3,1.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
714,19.3,1.5,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
